name,r_group,screen_group,smiles,n_atoms,mw,n_aromatic,n_naph_matches,n_chiral,status
CNPh_Th_tBu,CNPh_Th,tBu,CC(Oc1cc(OC(C)Oc2cc(-c3cc(C(C)(C)C)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(C(C)(C)C)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,136,1861.2,90,4,3,OK
CNPh_Th_cHex,CNPh_Th,cHex,CC(Oc1cc(OC(C)Oc2cc(-c3cc(C4CCCCC4)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(C3CCCCC3)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,140,1913.3,90,4,3,OK
CNPh_Th_MeO,CNPh_Th,MeO,COc1cc(-c2cc(OC(C)Oc3cc(OC(C)Oc4cc(-c5cc(OC)cc6ccc(-c7csc(C=C(C#N)c8ccc(C#N)cc8)c7)cc56)c5cc(-c6csc(C=C(C#N)c7ccc(C#N)cc7)c6)ccc5c4)cc(C(N)P(=O)(O)O)c3)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,132,1809.1,90,4,3,OK
CNPh_Th_OEt,CNPh_Th,OEt,CCOc1cc(-c2cc(OC(C)Oc3cc(OC(C)Oc4cc(-c5cc(OCC)cc6ccc(-c7csc(C=C(C#N)c8ccc(C#N)cc8)c7)cc56)c5cc(-c6csc(C=C(C#N)c7ccc(C#N)cc7)c6)ccc5c4)cc(C(N)P(=O)(O)O)c3)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,134,1837.1,90,4,3,OK
CNPh_Th_F,CNPh_Th,F,CC(Oc1cc(OC(C)Oc2cc(-c3cc(F)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(F)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,130,1785.0,90,4,3,OK
CNPh_Th_Cl,CNPh_Th,Cl,CC(Oc1cc(OC(C)Oc2cc(-c3cc(Cl)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(Cl)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,130,1817.9,90,4,3,OK
CNPh_Th_CF3,CNPh_Th,CF3,CC(Oc1cc(OC(C)Oc2cc(-c3cc(C(F)(F)F)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(C(F)(F)F)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,136,1885.0,90,4,3,OK
CNPh_Th_CN,CNPh_Th,CN,CC(Oc1cc(OC(C)Oc2cc(-c3cc(C#N)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(C#N)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,132,1799.0,90,4,3,OK
CNPh_Th_NMe2,CNPh_Th,NMe2,CC(Oc1cc(OC(C)Oc2cc(-c3cc(N(C)C)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(N(C)C)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,134,1835.1,90,4,3,OK
CNPh_Th_Ph,CNPh_Th,Ph,CC(Oc1cc(OC(C)Oc2cc(-c3cc(-c4ccccc4)cc4ccc(-c5csc(C=C(C#N)c6ccc(C#N)cc6)c5)cc34)c3cc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)ccc3c2)cc(C(N)P(=O)(O)O)c1)Oc1cc(-c2cc(-c3ccccc3)cc3ccc(-c4csc(C=C(C#N)c5ccc(C#N)cc5)c4)cc23)c2cc(-c3csc(C=C(C#N)c4ccc(C#N)cc4)c3)ccc2c1,140,1901.2,102,4,3,OK
