molecule,conformer_id,plane_angle_deg,interplane_distance_A,pi_overlap_pct,centroid_distance_A,slip_stack_A,bridge_dihedral_L_deg,bridge_dihedral_R_deg,energy_kcal_mol,geometry_warnings,rel_energy_kcal_mol,classification,angle_bin,dist_bin,overlap_bin
mol_2749,0,46.760339508968165,1.5770105069616625,1.2177967371316585,7.649376716602472,7.485051904524947,117.44486736654565,39.54441289231168,94.248779,,0.0,monomer,40-60,<3.0,0-10%
mol_2750,0,63.4819460991138,6.752838858421377,31.448366836965633,6.8971859296020135,1.403688391237268,122.03863468939292,39.671070793011204,94.256447,interplane_distance unreliable at angle 63.5 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,25-40%
mol_2751,0,64.2994502467766,2.1177731763245315,0.0,9.067490073609124,8.816712142779773,118.03830000578012,39.60347018723729,94.259926,interplane_distance unreliable at angle 64.3 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_2752,0,56.774861359087645,6.53947711943774,7.604693356720441,10.330389630357608,7.997011249169922,117.52260330528394,39.40001168343384,94.269432,interplane_distance unreliable at angle 56.8 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,0-10%
mol_2753,0,56.40624471074503,3.8844279532274895,14.672421548819656,8.159510901242797,7.175572285447686,116.91956723770755,39.69138829305001,94.339378,interplane_distance unreliable at angle 56.4 deg (>50 deg),0.0,monomer,40-60,3.6-4.2,10-25%
mol_2754,0,76.2394269679256,7.2995106558610505,0.0,7.94622368455608,3.140002393306568,117.13790258603622,39.70002521292445,94.423294,interplane_distance unreliable at angle 76.2 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2755,0,30.84946589965653,5.310962510165181,9.688844537507524,7.579329248027163,5.407393925507921,117.50761714841886,39.739312847555254,94.429459,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2756,0,58.298948457353916,0.9949657576654782,0.0,9.986749822264498,9.937062702507877,117.89896922803027,39.611019263192475,94.468346,"interplane_distance unreliable at angle 58.3 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_2757,0,12.683845634719663,7.449315623152032,40.18319069524439,7.690870826668461,1.912378314864266,118.60150985673461,39.42218723349804,94.582878,,0.0,monomer,0-20,>7.0,40-50%
mol_2758,0,49.98732977910951,1.7220941547603574,18.06289550680325,7.039207003100561,6.825307828562767,121.50575349166762,39.54913249022271,94.595573,,0.0,monomer,40-60,<3.0,10-25%
mol_2759,0,78.38983597932508,1.4929114513825612,0.0,7.294971228695834,7.140575650872331,117.07042084350017,39.686335985673765,94.602295,"interplane_distance unreliable at angle 78.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2760,0,24.441463250023205,3.2004502224176115,1.2129759435275214,7.152721479444031,6.3967603469511864,117.50781212045216,39.54448306417531,94.777199,,0.0,monomer,20-40,3.0-3.6,0-10%
mol_2761,0,32.79580183855448,5.587790780723346,83.00709068813796,6.1947758631769725,2.6742928384646265,116.6849744412316,39.527275773665465,94.787437,,0.0,monomer,20-40,5.0-7.0,70-100%
mol_2762,0,21.369241025974773,5.690100920628114,55.64284965296271,5.898452133610986,1.5538626340726134,116.72048658341569,129.37033228353923,63.056252,,0.0,monomer,20-40,5.0-7.0,50-70%
mol_2763,0,27.280188650838422,6.7510006819367705,67.00680545219147,7.3907947742445135,3.0079622982160643,116.9167379336857,130.03992858086164,69.169853,,0.0,monomer,20-40,5.0-7.0,50-70%
mol_2764,0,83.35907769777518,1.9576816174181129,0.0,7.744042300052345,7.492507846497274,116.64452078922795,-131.18509691109242,70.171776,"interplane_distance unreliable at angle 83.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_2765,0,30.813720718850394,5.10582945609708,0.0,8.196778845375784,6.412307619356029,118.37493967729034,130.1135909614741,70.837875,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2766,0,88.70257780281216,3.4426602639906654,0.0,9.293540266362438,8.632379798713663,-117.4904049617594,,40.91798,interplane_distance unreliable at angle 88.7 deg (>50 deg),0.0,monomer,80-90,3.0-3.6,0-10%
mol_2767,0,39.99649959336087,3.239458013235777,0.0,7.807986085732992,7.104263402738001,-117.4991821268968,,44.022369,,0.0,monomer,20-40,3.0-3.6,0-10%
mol_2768,0,27.883272671412225,2.8176363065178305,0.0,7.409390465652354,6.852736148188735,-115.89155787612569,,44.288452,,0.0,monomer,20-40,<3.0,0-10%
mol_2769,0,86.39260259849088,5.435653672260684,0.0,5.6646788490169495,1.594445238237721,-113.96622731149125,,44.640217,interplane_distance unreliable at angle 86.4 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2770,0,50.37049864366116,0.8316758372821756,7.142854576225618,7.426488639660065,7.379772951567073,-118.04354610799534,,44.774662,"interplane_distance unreliable at angle 50.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,40-60,<3.0,0-10%
mol_2771,0,13.37086861703232,8.62514999799039,61.247515921712946,8.871773238056752,2.077293407216794,-115.55118823653383,,45.045254,,0.0,monomer,0-20,>7.0,50-70%
mol_2772,0,8.248836270813129,8.524199560904613,60.61478826664889,8.695698484595702,1.7184859559721746,-116.28902868551336,,45.216915,,0.0,monomer,0-20,>7.0,50-70%
mol_2773,0,73.08149007440868,1.9339961082891413,0.0,9.943203669969755,9.753304992443457,-117.27408923656868,,45.351677,"interplane_distance unreliable at angle 73.1 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2774,0,27.571149833534363,8.413267958776567,17.987729536638774,8.815894786407107,2.633803929457086,-117.04108819886952,,46.326225,,0.0,monomer,20-40,>7.0,10-25%
mol_2775,0,37.17805713799386,4.947526478394489,68.16890838342199,5.335193076637433,1.9965637757370598,-117.45787355006915,,46.60894,,0.0,monomer,20-40,4.2-5.0,50-70%
mol_2776,0,84.44529029445839,4.686183255281333,0.0,9.355793426668846,8.097564889546785,-117.65725390955092,,46.81506,interplane_distance unreliable at angle 84.4 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,0-10%
mol_2777,0,33.66800476613327,3.2668868444034436,0.0,7.556854835346514,6.814213479805553,-115.95309427386205,,46.936668,,0.0,monomer,20-40,3.0-3.6,0-10%
mol_2778,0,20.356147707369555,3.2288214345763215,4.245672344226043,7.167568774347408,6.39912136770514,-116.61371755582634,,46.995266,,0.0,monomer,20-40,3.0-3.6,0-10%
mol_2779,0,80.0074216364318,6.2865338904405075,0.0,8.255164749113128,5.350442661999375,-117.21650019973444,,46.997482,interplane_distance unreliable at angle 80.0 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2780,0,38.43873878867065,8.289292165826971,30.02278794486373,9.62240716907677,4.88654838480697,-122.12111299549991,,47.697536,,0.0,monomer,20-40,>7.0,25-40%
mol_2781,0,87.33699063825266,6.793573918881579,0.0,11.269375291581161,8.991449987137335,-118.11182135282006,,47.810181,interplane_distance unreliable at angle 87.3 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2782,0,84.28627005199277,6.36215143298933,0.0,7.767293625678123,4.455769227777829,-118.28171153527478,,47.9557,interplane_distance unreliable at angle 84.3 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2783,0,31.211870956765203,5.024872818170569,65.1701100306761,5.174281314588529,1.2344392588177704,-115.44646648814687,,48.793549,,0.0,monomer,20-40,5.0-7.0,50-70%
mol_2784,0,8.527416331735239,8.445778142433001,60.54728408278352,8.641587765133211,1.829172127302672,-116.43215667497908,,49.141891,,0.0,monomer,0-20,>7.0,50-70%
mol_2785,0,73.62236162933954,6.7937548315675045,15.028275661378206,7.0995833240409265,2.0613050874514447,-117.58929338387831,,49.314388,interplane_distance unreliable at angle 73.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_2786,0,68.17026676350842,6.558303166105355,18.64877373396702,7.136251949903394,2.8133168100931116,-117.21955820352312,,49.455006,interplane_distance unreliable at angle 68.2 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_2787,0,6.678662627623969,8.387582800280164,53.38794270157993,8.73466177994317,2.4377799692434055,-116.86146399641534,,49.608456,,0.0,monomer,0-20,>7.0,50-70%
mol_2788,0,44.393309308722955,9.588374136040011,50.87068278015815,10.770258803297162,4.905258007212157,-117.41219050614333,,49.67767,,0.0,monomer,40-60,>7.0,50-70%
mol_2789,0,68.42798522609344,6.481453496068815,0.0,6.911966109762114,2.4012571875576674,-118.33908219999162,,49.764187,interplane_distance unreliable at angle 68.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2790,0,76.13822769343548,2.4410640743660186,0.0,9.022778772778372,8.686296274439387,-116.23042884329719,,50.00058,interplane_distance unreliable at angle 76.1 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_2791,0,61.849541344650376,6.660769907160014,18.023197025603334,6.8779594054123345,1.7147798186273346,-117.7753170557293,,50.261593,interplane_distance unreliable at angle 61.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_2792,0,67.29409929525208,7.552292314607465,17.394790386512703,7.772694183003729,1.8378399433087265,-117.08397951335856,,50.4799,interplane_distance unreliable at angle 67.3 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_2793,0,88.25803324622235,6.724852163454538,0.0,7.654610334628407,3.6564221247936946,-122.7406420555879,,50.490707,interplane_distance unreliable at angle 88.3 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2794,0,81.77100376855508,4.703378093746105,23.95623242702399,6.771743664300946,4.871831971883806,-117.37261296126763,,50.591106,interplane_distance unreliable at angle 81.8 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,10-25%
mol_2795,0,27.71231291283219,8.541439293059923,20.90143150011314,8.757695914166009,1.934180066067272,-116.9977006683629,,50.611248,,0.0,monomer,20-40,>7.0,10-25%
mol_2796,0,57.10226986188219,7.494543066809962,6.677691086629506,7.652156935465975,1.5450986974076226,-117.95915641620314,,50.752277,interplane_distance unreliable at angle 57.1 deg (>50 deg),0.0,monomer,40-60,>7.0,0-10%
mol_2797,0,83.19477262854267,1.4005694993910445,23.616347117598202,5.82377589541356,5.652855097857677,-118.34705475791323,,60.716766,"interplane_distance unreliable at angle 83.2 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,10-25%
mol_2798,0,86.03483354538125,1.1704271596420042,24.15911270139822,5.677820548854994,5.555874949004195,-118.25310823121241,,62.182495,"interplane_distance unreliable at angle 86.0 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,10-25%
mol_2799,0,47.3533396515999,2.5233382024683446,0.0,8.461904254214888,8.076916981340332,-117.34233208976583,,62.251133,,0.0,monomer,40-60,<3.0,0-10%
mol_2800,0,81.53561551938202,7.526776514785094,0.0,10.886011550724167,7.864660372767506,-117.07442021637529,,62.766098,interplane_distance unreliable at angle 81.5 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_2801,0,15.460313898161768,8.530730692255812,45.630333700879106,9.135510182113531,3.268666416706466,-117.0197747002043,,63.316833,,0.0,monomer,0-20,>7.0,40-50%
mol_2802,0,61.37066187051575,3.581307645195938,54.782740397619655,6.818069573933667,5.801750448395824,-117.57675765006967,,65.585556,interplane_distance unreliable at angle 61.4 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,50-70%
mol_2803,0,80.86684231294151,6.667229160916409,15.747196822024812,7.184376171422262,2.6764372378828334,-117.34260886959277,,65.915825,interplane_distance unreliable at angle 80.9 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,10-25%
mol_2804,0,20.855396802273226,5.170793961686607,76.03822321202183,5.536664402191992,1.9792782796477422,-117.3205318594571,,66.271484,,0.0,monomer,20-40,5.0-7.0,70-100%
mol_2805,0,21.80004830491423,3.30560869191571,24.937877933994304,6.75764954496014,5.893961193325869,-117.50033658299161,,66.34156,,0.0,monomer,20-40,3.0-3.6,10-25%
mol_2806,0,14.410694846062464,8.28411790990099,62.60221400649881,8.53622927644285,2.0592718894933855,-115.93422537775243,,66.505592,,0.0,monomer,0-20,>7.0,50-70%
mol_2807,0,30.63309394637596,7.319955255617364,32.63698493788351,8.668778530450526,4.643918201880792,-117.16475876631824,,66.91523,,0.0,monomer,20-40,>7.0,25-40%
mol_2808,0,73.6930703667746,1.8409846270811372,0.0,9.810314137044745,9.63602817920075,-117.18175434226481,,66.964897,"interplane_distance unreliable at angle 73.7 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2809,0,17.45360604474098,8.331257069248755,63.504974861146096,8.618192768063384,2.205312275754314,-115.66112807480852,,67.004852,,0.0,monomer,0-20,>7.0,50-70%
mol_2810,0,77.4907408298826,1.3632226233076845,0.0,9.767231910449347,9.671630848610906,-117.210328929874,,67.007355,"interplane_distance unreliable at angle 77.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2811,0,71.56011996120243,0.5423185147300122,0.0,8.039160549926839,8.020847397630815,-118.07336654989707,,67.059311,"interplane_distance unreliable at angle 71.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2812,0,10.798407757100547,7.359893832863839,25.83705710447539,8.842657754317985,4.901485379859131,-117.28704437193949,,67.307281,,0.0,monomer,0-20,>7.0,25-40%
mol_2813,0,30.858295787834077,6.140128724436373,9.984192236756599,9.317733733183195,7.008493502162315,-116.60226677900904,,67.462662,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2814,0,17.413243419937924,4.433416098963235,51.89463035647849,4.863026801540374,1.9984622503198852,-117.75911779198073,,67.595169,,0.0,monomer,0-20,4.2-5.0,50-70%
mol_2815,0,80.34196500337637,4.3465802080397085,38.73482444839371,8.143915800461103,6.886988097860884,-121.83516236549055,,67.907906,interplane_distance unreliable at angle 80.3 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,25-40%
mol_2816,0,19.76218477794522,4.917507348526188,81.479253769653,4.981516596629986,0.7960082158438727,-117.59076628488776,,68.003258,,0.0,monomer,0-20,4.2-5.0,70-100%
mol_2817,0,28.79573034777179,5.161712113128191,0.0,8.182536668417686,6.3490656313496805,-118.5294130976468,,68.153877,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2818,0,17.157158704415494,7.677530692893523,16.784820519279815,8.917053773108021,4.535346784114519,-117.43436182557173,,68.245537,,0.0,monomer,0-20,>7.0,10-25%
mol_2819,0,73.58454738343292,6.455725956677152,0.0,8.20517104072182,5.064428317173113,-122.10409782476921,,68.30246,interplane_distance unreliable at angle 73.6 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2820,0,7.2847994412644095,7.93169401184687,45.032488596272444,8.600369225940243,3.3248429925234793,-117.27363925377404,,68.429901,,0.0,monomer,0-20,>7.0,40-50%
mol_2821,0,17.74244524316562,4.79733447643885,83.5600385782636,5.100151523484374,1.7312213849393072,-122.1291156049915,,68.686699,,0.0,monomer,0-20,4.2-5.0,70-100%
mol_2822,0,37.10333860061325,5.532257009274603,6.893229436838216,9.324503877687006,7.506031238166547,-116.66458910314617,,68.736732,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2823,0,89.11483092666508,4.3768952266252255,6.523326488481409,8.426356584253957,7.2004356437749895,-116.97120712113112,,69.507164,interplane_distance unreliable at angle 89.1 deg (>50 deg),0.0,monomer,80-90,4.2-5.0,0-10%
mol_2824,0,57.43733928793278,2.961144853572575,0.0,8.65653022304549,8.134318450777586,-118.15952053252296,,69.524307,interplane_distance unreliable at angle 57.4 deg (>50 deg),0.0,monomer,40-60,<3.0,0-10%
mol_2825,0,72.51077428255581,3.7478687483610256,0.0,8.719588311095885,7.873036273259432,-116.98463430295567,,69.601006,interplane_distance unreliable at angle 72.5 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_2826,0,73.90379192052596,2.4597759719366596,26.368185731225235,6.939978529685809,6.489437892482142,-122.57307752484667,,69.607414,interplane_distance unreliable at angle 73.9 deg (>50 deg),0.0,monomer,60-80,<3.0,25-40%
mol_2827,0,17.67039363905834,4.862464800047129,84.19450999688767,5.168821550653495,1.753040869689763,-122.14336242461805,,69.76754,,0.0,monomer,0-20,4.2-5.0,70-100%
mol_2828,0,12.726293239737661,6.672092470899613,37.24099917695865,7.158614137177669,2.594019742554922,-117.45701942641915,,69.870987,,0.0,monomer,0-20,5.0-7.0,25-40%
mol_2829,0,12.277365821017542,6.6137581566776396,34.51659223230161,7.19141860935657,2.823951957803104,-117.23925237052111,,69.875443,,0.0,monomer,0-20,5.0-7.0,25-40%
mol_2830,0,55.84679495656354,6.306879868329022,41.418925825299546,6.6381686836431015,2.070881406301697,-118.49597693682055,,69.933411,interplane_distance unreliable at angle 55.8 deg (>50 deg),0.0,monomer,40-60,5.0-7.0,40-50%
mol_2831,0,68.8027283617848,2.4796860874187923,0.0,8.421766418780564,8.048435035481226,-116.95258415906673,,69.968918,interplane_distance unreliable at angle 68.8 deg (>50 deg),0.0,monomer,60-80,<3.0,0-10%
mol_2832,0,74.45044785542171,7.934191223455154,63.23023344166546,9.466668389407118,5.1639539138771555,-117.44799642631223,,70.247269,interplane_distance unreliable at angle 74.5 deg (>50 deg),0.0,monomer,60-80,>7.0,50-70%
mol_2833,0,84.87362813666005,6.536888593335173,0.0,8.12216883550816,4.820654946252066,-122.38324591962945,,70.40155,interplane_distance unreliable at angle 84.9 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2834,0,24.766049564392937,4.7719432627330045,83.62152193929994,4.837440933489525,0.7933424747592246,-117.22823380878575,,70.442398,,0.0,monomer,20-40,4.2-5.0,70-100%
mol_2835,0,23.228946789724148,4.966980214489048,81.21117907816422,4.982877503511399,0.3977131678412579,-118.16631568877293,,70.578308,,0.0,monomer,20-40,4.2-5.0,70-100%
mol_2836,0,78.57967505547815,1.5894166977287392,18.84027132747312,7.026496277840045,6.844370278081182,-121.93758292216638,,70.597374,"interplane_distance unreliable at angle 78.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,10-25%
mol_2837,0,83.46577333436441,6.347058275187583,0.0,7.774141988348296,4.489112930899916,,116.17887705352621,47.837456,interplane_distance unreliable at angle 83.5 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2838,0,61.19902470326422,3.8281234797414387,0.06355138880805719,9.062758296594916,8.214563808648167,,116.34676297365318,50.601055,interplane_distance unreliable at angle 61.2 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_2839,0,81.35070226024166,5.918906155079867,0.0,7.338538552395837,4.338282841442876,,115.9528715102151,51.966782,interplane_distance unreliable at angle 81.4 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2840,0,59.84152101546736,3.455932881361355,44.184257080769,6.860372911875854,5.926317947049871,,117.29689567211447,52.488628,interplane_distance unreliable at angle 59.8 deg (>50 deg),0.0,monomer,40-60,3.0-3.6,40-50%
mol_2841,0,59.210816370359105,3.4431318172989074,44.33906212894283,6.858333583495337,5.931406480018371,,117.33192277136064,52.617523,interplane_distance unreliable at angle 59.2 deg (>50 deg),0.0,monomer,40-60,3.0-3.6,40-50%
mol_2842,0,71.49492889226745,3.6860359984590407,0.007879271543516997,8.792123295029478,7.98214073122393,,117.85849597783925,52.66415,interplane_distance unreliable at angle 71.5 deg (>50 deg),0.0,monomer,60-80,3.6-4.2,0-10%
mol_2843,0,61.90198896531475,3.2897853800848713,39.883068523195604,6.863414156416615,6.023600753326854,,117.28918262096435,52.876186,interplane_distance unreliable at angle 61.9 deg (>50 deg),0.0,monomer,60-80,3.0-3.6,25-40%
mol_2844,0,48.1835619253137,5.475363606486872,0.0,9.416687382912317,7.661226706230479,,117.04839602782246,53.148319,,0.0,monomer,40-60,5.0-7.0,0-10%
mol_2845,0,88.05933523777396,2.620290901716458,0.0,8.362572417773134,7.941454088067371,,116.46969451001087,53.175423,interplane_distance unreliable at angle 88.1 deg (>50 deg),0.0,monomer,80-90,<3.0,0-10%
mol_2846,0,26.92180513377827,6.270328537843263,0.0,10.298418234248404,8.169479674679922,,116.3680323199231,53.299232,,0.0,monomer,20-40,5.0-7.0,0-10%
mol_2847,0,17.39628676504932,8.52654677569826,28.134170453200237,9.047027558955483,3.0243524487614892,,117.11637429951345,53.731735,,0.0,monomer,0-20,>7.0,25-40%
mol_2848,0,86.64164329469122,3.75535793507013,0.15737646195072783,7.808873107721754,6.84658936931417,,116.5236427281307,53.874805,interplane_distance unreliable at angle 86.6 deg (>50 deg),0.0,monomer,80-90,3.6-4.2,0-10%
mol_2849,0,79.64752733791389,0.09315206998653905,0.0,7.911797320141613,7.911248923327924,,122.65076030829496,54.296352,"interplane_distance unreliable at angle 79.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2850,0,49.2573062894718,1.318183265264052,5.8890463154322426,7.696992692116839,7.58327695535893,,117.37364372705824,54.341251,,0.0,monomer,40-60,<3.0,0-10%
mol_2851,0,18.393678309203636,8.377524868942679,16.099390431993317,9.454887793358525,4.383147300199596,,116.93141859703114,54.582584,,0.0,monomer,0-20,>7.0,10-25%
mol_2852,0,70.40976646044228,1.0176120392367909,0.0,7.907648544763481,7.841898446492427,,116.07826576445132,55.010559,"interplane_distance unreliable at angle 70.4 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2853,0,76.50655031014678,1.1274387470110327,0.0,8.89476479986964,8.823022311925671,,122.62009756689854,55.019791,"interplane_distance unreliable at angle 76.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2854,0,16.103558739596025,4.969069949292022,16.64157907139092,7.008811573654979,4.942851759262357,,121.76162004858863,55.337467,,0.0,monomer,0-20,4.2-5.0,10-25%
mol_2855,0,82.03584116804856,6.9183382057228044,0.0,7.7587439648760155,3.5120797803774564,,116.57790089486502,55.455257,interplane_distance unreliable at angle 82.0 deg (>50 deg),0.0,monomer,80-90,5.0-7.0,0-10%
mol_2856,0,81.38764341631551,7.859580080045562,0.0,8.579287943209508,3.4396486125549224,,117.72222000843921,55.825443,interplane_distance unreliable at angle 81.4 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
mol_2857,0,35.1764897048908,8.289491195778172,22.019414360056004,10.429409613444088,6.32905368914786,,116.99688972337944,55.873489,,0.0,monomer,20-40,>7.0,10-25%
mol_2858,0,87.83615616328895,1.277890298411957,11.82102105788983,7.40041333220652,7.289246454382278,,118.55028335662898,56.010277,"interplane_distance unreliable at angle 87.8 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,10-25%
mol_2859,0,78.37812036185143,7.097055517812674,0.269651174289035,7.281792017250973,1.6298153145631789,,121.77747385796596,56.241154,interplane_distance unreliable at angle 78.4 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2860,0,11.761521445248874,4.069732388760173,15.698343092148692,6.801179484104209,5.449157793538045,,115.89511100638192,56.30592,,0.0,monomer,0-20,3.6-4.2,10-25%
mol_2861,0,75.46537887270836,10.339402582052895,2.9857514777231042,12.770238176615972,7.495047520445617,,117.54671014237533,56.440712,interplane_distance unreliable at angle 75.5 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2862,0,63.67407738612599,6.701917435311707,7.5550391259989285,7.765526921754891,3.9227173059965654,,116.22934857806707,56.464794,interplane_distance unreliable at angle 63.7 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2863,0,70.80029219514691,6.228504631356063,17.53577410705286,6.842950048955494,2.8340245993420874,,117.58356032594133,56.689049,interplane_distance unreliable at angle 70.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_2864,0,21.55286895030061,8.923626288785968,4.445383419128144,9.602997580573474,3.5477396170784528,,116.88331264947094,56.727726,,0.0,monomer,20-40,>7.0,0-10%
mol_2865,0,77.45416210061805,1.5658417299153027,0.0,8.128337924200741,7.976090338433727,,116.44753225506685,56.789749,"interplane_distance unreliable at angle 77.5 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,60-80,<3.0,0-10%
mol_2866,0,87.90821466349706,0.48304711816499196,0.0,7.2437775894211445,7.227653785747661,,122.57775876514731,56.93222,"interplane_distance unreliable at angle 87.9 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_2867,0,74.14599851600369,5.881856701226066,8.060591190377401,9.396683843383261,7.328125885841621,,116.78065302797339,57.093628,interplane_distance unreliable at angle 74.1 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2868,0,80.63850729362692,0.7189923343496564,0.0,8.849947727670486,8.820692988968975,,117.56315822250387,57.149715,"interplane_distance unreliable at angle 80.6 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_2869,0,64.19744395250504,5.137666472649946,0.0,11.26324599959976,10.023227706847164,,116.89053746228784,57.177193,interplane_distance unreliable at angle 64.2 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2870,0,26.028391370032935,7.310525577111427,39.35846382284945,8.441663932691233,4.221126122126611,,117.69617642490468,57.393181,,0.0,monomer,20-40,>7.0,25-40%
mol_2871,0,73.35563625119916,5.715258248544257,21.344726764828074,6.226250386468569,2.470226108567158,,116.90729219959796,57.407486,interplane_distance unreliable at angle 73.4 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,10-25%
mol_2872,0,88.75706955769864,0.6999813834216014,0.0,7.219787976976888,7.185775149234995,,122.0192495463692,57.441978,"interplane_distance unreliable at angle 88.8 deg (>50 deg); CRITICAL: likely measuring edge-to-face, not pi-pi distance",0.0,monomer,80-90,<3.0,0-10%
mol_2873,0,71.66145268709565,7.705341090838777,5.439965016074056,7.9025615861250955,1.7544794944174964,,117.84875835546487,57.794025,interplane_distance unreliable at angle 71.7 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2874,0,77.8360587748382,6.323491864870701,0.0,8.329545573739301,5.421695316034834,-117.00105593915914,,44.461201,interplane_distance unreliable at angle 77.8 deg (>50 deg),0.0,monomer,60-80,5.0-7.0,0-10%
mol_2875,0,25.26615261966502,2.4277681527045596,0.0,7.505426154623067,7.101926749778084,-115.51872655079774,,44.472004,,0.0,monomer,20-40,<3.0,0-10%
mol_2876,0,71.38209214201405,7.044827219089852,0.04755729256836841,7.301588068530024,1.9192701153487377,-117.68224108311641,,44.718563,interplane_distance unreliable at angle 71.4 deg (>50 deg),0.0,monomer,60-80,>7.0,0-10%
mol_2877,0,61.8660296696318,7.416613690269473,19.98918763237426,7.769508151099398,2.3149726303581684,-116.99409636002677,,45.247646,interplane_distance unreliable at angle 61.9 deg (>50 deg),0.0,monomer,60-80,>7.0,10-25%
mol_2878,0,85.62861712662985,7.171420853512565,4.725454932867108,7.198430672549399,0.6229984665351296,-117.65713951780043,,45.376461,interplane_distance unreliable at angle 85.6 deg (>50 deg),0.0,monomer,80-90,>7.0,0-10%
